,Role,Season,Class,Region
19318,dps,BfA Season 3,Shaman,EU
19319,dps,BfA Season 3,Druid,US
19320,dps,BfA Season 3,Rogue,EU
19321,dps,BfA Season 3,Rogue,EU
19322,dps,BfA Season 3,Rogue,KR
19323,dps,BfA Season 3,Hunter,US
19324,dps,BfA Season 3,Mage,EU
19325,dps,BfA Season 3,Priest,EU
19326,dps,BfA Season 3,Rogue,EU
19327,dps,BfA Season 3,Mage,EU
19328,dps,BfA Season 3,Druid,US
19329,dps,BfA Season 3,Hunter,EU
19330,dps,BfA Season 3,Rogue,EU
19331,dps,BfA Season 3,Monk,EU
19332,dps,BfA Season 3,Rogue,EU
19333,dps,BfA Season 3,Rogue,US
19334,dps,BfA Season 3,Hunter,US
19335,dps,BfA Season 3,Rogue,US
19336,dps,BfA Season 3,Demon Hunter,EU
19337,dps,BfA Season 3,Mage,KR
19338,dps,BfA Season 3,Rogue,US
19339,dps,BfA Season 3,Demon Hunter,KR
19340,dps,BfA Season 3,Demon Hunter,EU
19341,dps,BfA Season 3,Druid,EU
19342,dps,BfA Season 3,Mage,KR
19343,dps,BfA Season 3,Rogue,KR
19344,dps,BfA Season 3,Rogue,US
19345,dps,BfA Season 3,Shaman,US
19346,dps,BfA Season 3,Monk,US
19347,dps,BfA Season 3,Hunter,KR
19348,dps,BfA Season 3,Rogue,EU
19349,dps,BfA Season 3,Demon Hunter,KR
19350,dps,BfA Season 3,Rogue,EU
19351,dps,BfA Season 3,Death Knight,EU
19352,dps,BfA Season 3,Hunter,KR
19353,dps,BfA Season 3,Priest,US
19354,dps,BfA Season 3,Mage,US
19355,dps,BfA Season 3,Rogue,US
19356,dps,BfA Season 3,Rogue,US
19357,dps,BfA Season 3,Demon Hunter,KR
19358,dps,BfA Season 3,Demon Hunter,EU
19359,dps,BfA Season 3,Rogue,EU
19360,dps,BfA Season 3,Mage,EU
19361,dps,BfA Season 3,Death Knight,EU
19362,dps,BfA Season 3,Priest,US
19363,dps,BfA Season 3,Rogue,KR
19364,dps,BfA Season 3,Rogue,US
19365,dps,BfA Season 3,Hunter,US
19366,dps,BfA Season 3,Mage,EU
19367,dps,BfA Season 3,Death Knight,TW
19368,dps,BfA Season 3,Monk,US
19369,dps,BfA Season 3,Rogue,US
19370,dps,BfA Season 3,Shaman,EU
19371,dps,BfA Season 3,Rogue,EU
19372,dps,BfA Season 3,Rogue,EU
19373,dps,BfA Season 3,Rogue,TW
19374,dps,BfA Season 3,Rogue,US
19375,dps,BfA Season 3,Mage,KR
19376,dps,BfA Season 3,Rogue,EU
19377,dps,BfA Season 3,Rogue,EU
19378,dps,BfA Season 3,Rogue,EU
19379,dps,BfA Season 3,Demon Hunter,EU
19380,dps,BfA Season 3,Warrior,US
19381,dps,BfA Season 3,Rogue,EU
19382,dps,BfA Season 3,Priest,EU
19383,dps,BfA Season 3,Warrior,EU
19384,dps,BfA Season 3,Rogue,KR
19385,dps,BfA Season 3,Warrior,EU
19386,dps,BfA Season 3,Demon Hunter,TW
19387,dps,BfA Season 3,Rogue,KR
19388,dps,BfA Season 3,Mage,EU
19389,dps,BfA Season 3,Hunter,EU
19390,dps,BfA Season 3,Rogue,EU
19391,dps,BfA Season 3,Rogue,KR
19392,dps,BfA Season 3,Hunter,EU
19393,dps,BfA Season 3,Priest,TW
19394,dps,BfA Season 3,Mage,EU
19395,dps,BfA Season 3,Rogue,US
19396,dps,BfA Season 3,Hunter,US
19397,dps,BfA Season 3,Death Knight,KR
19398,dps,BfA Season 3,Rogue,EU
19399,dps,BfA Season 3,Demon Hunter,EU
19400,dps,BfA Season 3,Warrior,KR
19401,dps,BfA Season 3,Rogue,EU
19402,dps,BfA Season 3,Warrior,EU
19403,dps,BfA Season 3,Druid,TW
19404,dps,BfA Season 3,Demon Hunter,TW
19405,dps,BfA Season 3,Rogue,EU
19406,dps,BfA Season 3,Demon Hunter,EU
19407,dps,BfA Season 3,Rogue,US
19408,dps,BfA Season 3,Warrior,KR
19409,dps,BfA Season 3,Warrior,US
19410,dps,BfA Season 3,Demon Hunter,EU
19411,dps,BfA Season 3,Rogue,EU
19412,dps,BfA Season 3,Paladin,EU
19413,dps,BfA Season 3,Shaman,EU
19414,dps,BfA Season 3,Paladin,US
19415,dps,BfA Season 3,Demon Hunter,US
19416,dps,BfA Season 3,Rogue,EU
19417,dps,BfA Season 3,Demon Hunter,EU
19418,dps,BfA Season 3,Mage,TW
19419,dps,BfA Season 3,Rogue,EU
19420,dps,BfA Season 3,Shaman,US
19421,dps,BfA Season 3,Mage,TW
19422,dps,BfA Season 3,Rogue,KR
19423,dps,BfA Season 3,Hunter,EU
19424,dps,BfA Season 3,Rogue,EU
19425,dps,BfA Season 3,Paladin,EU
19426,dps,BfA Season 3,Rogue,KR
19427,dps,BfA Season 3,Rogue,TW
19428,dps,BfA Season 3,Demon Hunter,EU
19429,dps,BfA Season 3,Rogue,EU
19430,dps,BfA Season 3,Druid,EU
19431,dps,BfA Season 3,Demon Hunter,EU
19432,dps,BfA Season 3,Rogue,EU
19433,dps,BfA Season 3,Rogue,EU
19434,dps,BfA Season 3,Warrior,EU
19435,dps,BfA Season 3,Druid,KR
19436,dps,BfA Season 3,Demon Hunter,US
19437,dps,BfA Season 3,Monk,US
19438,dps,BfA Season 4,Mage,CN
19439,dps,BfA Season 4,Demon Hunter,CN
19440,dps,BfA Season 4,Rogue,CN
19441,dps,BfA Season 4,Rogue,CN
19442,dps,BfA Season 4,Mage,CN
19443,dps,BfA Season 4,Demon Hunter,CN
19444,dps,BfA Season 4,Rogue,US
19445,dps,BfA Season 4,Mage,US
19446,dps,BfA Season 4,Hunter,US
19447,dps,BfA Season 4,Rogue,EU
19448,dps,BfA Season 4,Hunter,EU
19449,dps,BfA Season 4,Mage,EU
19450,dps,BfA Season 4,Mage,EU
19451,dps,BfA Season 4,Rogue,EU
19452,dps,BfA Season 4,Demon Hunter,EU
19453,dps,BfA Season 4,Rogue,EU
19454,dps,BfA Season 4,Hunter,EU
19455,dps,BfA Season 4,Mage,EU
19456,dps,BfA Season 4,Rogue,EU
19457,dps,BfA Season 4,Mage,CN
19458,dps,BfA Season 4,Rogue,CN
19459,dps,BfA Season 4,Demon Hunter,CN
19460,dps,BfA Season 4,Demon Hunter,US
19461,dps,BfA Season 4,Rogue,US
19462,dps,BfA Season 4,Hunter,EU
19463,dps,BfA Season 4,Mage,US
19464,dps,BfA Season 4,Mage,US
19465,dps,BfA Season 4,Rogue,KR
19466,dps,BfA Season 4,Mage,KR
19467,dps,BfA Season 4,Mage,EU
19468,dps,BfA Season 4,Rogue,US
19469,dps,BfA Season 4,Hunter,US
19470,dps,BfA Season 4,Demon Hunter,KR
19471,dps,BfA Season 4,Hunter,EU
19472,dps,BfA Season 4,Mage,US
19473,dps,BfA Season 4,Demon Hunter,US
19474,dps,BfA Season 4,Rogue,EU
19475,dps,BfA Season 4,Hunter,US
19476,dps,BfA Season 4,Rogue,US
19477,dps,BfA Season 4,Rogue,US
19478,dps,BfA Season 4,Rogue,KR
19479,dps,BfA Season 4,Mage,KR
19480,dps,BfA Season 4,Hunter,KR
19481,dps,BfA Season 4,Priest,US
19482,dps,BfA Season 4,Mage,EU
19483,dps,BfA Season 4,Rogue,EU
19484,dps,BfA Season 4,Demon Hunter,EU
19485,dps,BfA Season 4,Mage,KR
19486,dps,BfA Season 4,Hunter,KR
19487,dps,BfA Season 4,Rogue,EU
19488,dps,BfA Season 4,Mage,EU
19489,dps,BfA Season 4,Rogue,KR
19490,dps,BfA Season 4,Hunter,EU
19491,dps,BfA Season 4,Demon Hunter,US
19492,dps,BfA Season 4,Rogue,US
19493,dps,BfA Season 4,Rogue,KR
19494,dps,BfA Season 4,Warlock,KR
19495,dps,BfA Season 4,Hunter,EU
19496,dps,BfA Season 4,Hunter,EU
19497,dps,BfA Season 4,Rogue,EU
19498,dps,BfA Season 4,Mage,US
19499,dps,BfA Season 4,Rogue,EU
19500,dps,BfA Season 4,Hunter,EU
19501,dps,BfA Season 4,Mage,EU
19502,dps,BfA Season 4,Hunter,EU
19503,dps,BfA Season 4,Rogue,EU
19504,dps,BfA Season 4,Hunter,US
19505,dps,BfA Season 4,Rogue,US
19506,dps,BfA Season 4,Rogue,KR
19507,dps,BfA Season 4,Demon Hunter,KR
19508,dps,BfA Season 4,Mage,KR
19509,dps,BfA Season 4,Mage,US
19510,dps,BfA Season 4,Rogue,US
19511,dps,BfA Season 4,Hunter,US
19512,dps,BfA Season 4,Rogue,EU
19513,dps,BfA Season 4,Rogue,EU
19514,dps,BfA Season 4,Mage,EU
19515,dps,BfA Season 4,Mage,US
19516,dps,BfA Season 4,Rogue,EU
19517,dps,BfA Season 4,Hunter,KR
19518,dps,BfA Season 4,Mage,EU
19519,dps,BfA Season 4,Rogue,EU
19520,dps,BfA Season 4,Hunter,EU
19521,dps,BfA Season 4,Mage,US
19522,dps,BfA Season 4,Rogue,US
19523,dps,BfA Season 4,Mage,EU
19524,dps,BfA Season 4,Hunter,KR
19525,dps,BfA Season 4,Hunter,EU
19526,dps,BfA Season 4,Mage,KR
19527,dps,BfA Season 4,Mage,US
19528,dps,BfA Season 4,Hunter,US
19529,dps,BfA Season 4,Rogue,US
19530,dps,BfA Season 4,Rogue,US
19531,dps,BfA Season 4,Rogue,EU
19532,dps,BfA Season 4,Mage,EU
19533,dps,BfA Season 4,Mage,US
19534,dps,BfA Season 4,Demon Hunter,US
19535,dps,BfA Season 4,Demon Hunter,US
19536,dps,BfA Season 4,Mage,KR
19537,dps,BfA Season 4,Rogue,EU
19538,dps,BfA Season 4,Hunter,EU
19539,dps,BfA Season 4,Mage,EU
19540,dps,BfA Season 4,Rogue,EU
19541,dps,BfA Season 4,Hunter,EU
19542,dps,BfA Season 4,Hunter,US
19543,dps,BfA Season 4,Mage,US
19544,dps,BfA Season 4,Mage,EU
19545,dps,BfA Season 4,Rogue,US
19546,dps,BfA Season 4,Hunter,KR
19547,dps,BfA Season 4,Hunter,KR
19548,dps,BfA Season 4,Rogue,KR
19549,dps,BfA Season 4,Mage,EU
19550,dps,BfA Season 4,Mage,EU
19551,dps,BfA Season 4,Rogue,EU
19552,dps,BfA Season 4,Hunter,EU
19553,dps,BfA Season 4,Shaman,EU
19554,dps,BfA Season 4,Rogue,EU
19555,dps,BfA Season 4,Mage,KR
19556,dps,BfA Season 4,Rogue,KR
19557,dps,BfA Season 4,Mage,KR
19558,dps,BfA Season 4,Hunter,EU
19559,dps,BfA Season 4,Hunter,KR
19560,dps,BfA Season 4,Hunter,US
19561,dps,BfA Season 4,Mage,TW
19562,dps,BfA Season 4,Rogue,TW
19563,dps,BfA Season 4,Hunter,TW
19564,dps,BfA Season 4,Demon Hunter,US
19565,dps,BfA Season 4,Rogue,KR
19566,dps,BfA Season 4,Hunter,EU
19567,dps,BfA Season 4,Hunter,EU
19568,dps,BfA Season 4,Hunter,EU
19569,dps,BfA Season 4,Mage,US
19570,dps,BfA Season 4,Hunter,EU
19571,dps,BfA Season 4,Hunter,EU
19572,dps,BfA Season 4,Rogue,EU
19573,dps,BfA Season 4,Mage,EU
19574,dps,BfA Season 4,Druid,EU
19575,dps,BfA Season 4,Mage,EU
19576,dps,BfA Season 4,Demon Hunter,EU
19577,dps,BfA Season 4,Rogue,EU
19578,dps,BfA Season 4,Demon Hunter,EU
19579,dps,BfA Season 4,Hunter,EU
19580,dps,BfA Season 4,Rogue,EU
19581,dps,BfA Season 4,Hunter,US
19582,dps,BfA Season 4,Hunter,EU
19583,dps,BfA Season 4,Hunter,EU
19584,dps,BfA Season 4,Rogue,TW
19585,dps,BfA Season 4,Mage,KR
19586,dps,BfA Season 4,Hunter,KR
19587,dps,BfA Season 4,Mage,US
19588,dps,BfA Season 4,Demon Hunter,US
19589,dps,BfA Season 4,Mage,EU
19590,dps,BfA Season 4,Demon Hunter,EU
19591,dps,BfA Season 4,Hunter,EU
19592,dps,BfA Season 4,Mage,EU
19593,dps,BfA Season 4,Mage,EU
19594,dps,BfA Season 4,Mage,TW
19595,dps,BfA Season 4,Mage,KR
19596,dps,BfA Season 4,Hunter,EU
19597,dps,BfA Season 4,Rogue,EU
19598,dps,BfA Season 4,Demon Hunter,TW
19599,dps,BfA Season 4,Demon Hunter,KR
19600,dps,BfA Season 4,Mage,EU
19601,dps,BfA Season 4,Rogue,KR
19602,dps,BfA Season 4,Mage,US
19603,dps,BfA Season 4,Warrior,EU
19604,dps,BfA Season 4,Hunter,US
19605,dps,BfA Season 4,Demon Hunter,EU
19606,dps,BfA Season 4,Demon Hunter,EU
19607,dps,BfA Season 4,Rogue,US
19608,dps,BfA Season 4,Mage,KR
19609,dps,BfA Season 4,Rogue,EU
19610,dps,BfA Season 4,Hunter,KR
19611,dps,BfA Season 4,Hunter,US
19612,dps,BfA Season 4,Rogue,US
19613,dps,BfA Season 4,Mage,US
19614,dps,BfA Season 4,Demon Hunter,US
19615,dps,BfA Season 4,Hunter,US
19616,dps,BfA Season 4,Priest,US
19617,dps,BfA Season 4,Rogue,US
19618,dps,BfA Season 4,Mage,US
19619,dps,BfA Season 4,Hunter,EU
19620,dps,BfA Season 4,Rogue,EU
19621,dps,BfA Season 4,Rogue,EU
19622,dps,BfA Season 4,Mage,EU
19623,dps,BfA Season 4,Mage,US
19624,dps,BfA Season 4,Mage,EU
19625,dps,BfA Season 4,Warrior,US
19626,dps,BfA Season 4,Mage,US
19627,dps,BfA Season 4,Mage,US
19628,dps,BfA Season 4,Demon Hunter,EU
19629,dps,BfA Season 4,Rogue,US
19630,dps,BfA Season 4,Rogue,US
19631,dps,BfA Season 4,Rogue,EU
19632,dps,BfA Season 4,Mage,EU
19633,dps,BfA Season 4,Hunter,EU
19634,dps,BfA Season 4,Rogue,US
19635,dps,BfA Season 4,Mage,EU
19636,dps,BfA Season 4,Rogue,TW
19637,dps,BfA Season 4,Hunter,US
19638,dps,BfA Season 4,Rogue,EU
19639,dps,BfA Season 4,Hunter,KR
19640,dps,BfA Season 4,Mage,US
19641,dps,BfA Season 4,Demon Hunter,EU
19642,dps,BfA Season 4,Mage,KR
19643,dps,BfA Season 4,Rogue,EU
19644,dps,BfA Season 4,Hunter,US
19645,dps,BfA Season 4,Demon Hunter,EU
19646,dps,BfA Season 4,Mage,EU
19647,dps,BfA Season 4,Demon Hunter,US
19648,dps,BfA Season 4,Hunter,US
19649,dps,BfA Season 4,Mage,US
19650,dps,BfA Season 4,Rogue,US
19651,dps,BfA Season 4,Demon Hunter,EU
19652,dps,BfA Season 4,Rogue,KR
19653,dps,BfA Season 4,Hunter,EU
19654,dps,BfA Season 4,Hunter,EU
19655,dps,BfA Season 4,Demon Hunter,EU
19656,dps,BfA Season 4,Mage,KR
19657,dps,BfA Season 4,Demon Hunter,EU
19658,dps,BfA Season 4,Mage,EU
19659,dps,BfA Season 4,Rogue,EU
19660,dps,BfA Season 4,Rogue,US
19661,dps,BfA Season 4,Demon Hunter,US
19662,dps,BfA Season 4,Demon Hunter,EU
19663,dps,BfA Season 4,Rogue,EU
19664,dps,BfA Season 4,Mage,US
19665,dps,BfA Season 4,Mage,TW
19666,dps,BfA Season 4,Mage,KR
19667,dps,BfA Season 4,Demon Hunter,KR
19668,dps,BfA Season 4,Rogue,KR
19669,dps,BfA Season 4,Demon Hunter,TW
19670,dps,BfA Season 4,Mage,TW
19671,dps,BfA Season 4,Rogue,EU
19672,dps,BfA Season 4,Demon Hunter,EU
19673,dps,BfA Season 4,Mage,US
19674,dps,BfA Season 4,Hunter,US
19675,dps,BfA Season 4,Mage,EU
19676,dps,BfA Season 4,Demon Hunter,EU
19677,dps,BfA Season 4,Demon Hunter,EU
19678,dps,BfA Season 4,Rogue,US
19679,dps,BfA Season 4,Rogue,EU
19680,dps,BfA Season 4,Rogue,EU
19681,dps,BfA Season 4,Mage,KR
19682,dps,BfA Season 4,Hunter,EU
19683,dps,BfA Season 4,Rogue,EU
19684,dps,BfA Season 4,Mage,EU
19685,dps,BfA Season 4,Mage,US
19686,dps,BfA Season 4,Mage,US
19687,dps,BfA Season 4,Mage,US
19688,dps,BfA Season 4,Hunter,US
19689,dps,BfA Season 4,Demon Hunter,US
19690,dps,BfA Season 4,Rogue,KR
19691,dps,BfA Season 4,Demon Hunter,US
19692,dps,BfA Season 4,Mage,US
19693,dps,BfA Season 4,Death Knight,US
19694,dps,BfA Season 4,Hunter,US
19695,dps,BfA Season 4,Warlock,US
19696,dps,BfA Season 4,Priest,TW
19697,dps,BfA Season 4,Rogue,KR
19698,dps,BfA Season 4,Hunter,KR
19699,dps,BfA Season 4,Demon Hunter,KR
19700,dps,BfA Season 4,Mage,KR
19701,dps,BfA Season 4,Hunter,EU
19702,dps,BfA Season 4,Mage,EU
19703,dps,BfA Season 4,Monk,EU
19704,dps,BfA Season 4,Hunter,EU
19705,dps,BfA Season 4,Rogue,EU
19706,dps,BfA Season 4,Demon Hunter,EU
19707,dps,BfA Season 4,Mage,EU
19708,dps,BfA Season 4,Mage,TW
19709,dps,BfA Season 4,Rogue,US
19710,dps,BfA Season 4,Hunter,EU
19711,dps,BfA Season 4,Rogue,EU
19712,dps,BfA Season 4,Hunter,EU
19713,dps,BfA Season 4,Rogue,US
19714,dps,BfA Season 4,Death Knight,TW
19715,dps,BfA Season 4,Rogue,EU
19716,dps,BfA Season 4,Mage,EU
19717,dps,BfA Season 4,Demon Hunter,EU
19718,dps,BfA Season 4,Mage,EU
19719,dps,BfA Season 4,Rogue,TW
19720,dps,BfA Season 4,Mage,EU
19721,dps,BfA Season 4,Warlock,TW
19722,dps,BfA Season 4,Rogue,KR
19723,dps,BfA Season 4,Paladin,EU
19724,dps,BfA Season 4,Priest,EU
19725,dps,BfA Season 4,Death Knight,EU
19726,dps,BfA Season 4,Demon Hunter,EU
19727,dps,BfA Season 4,Hunter,US
19728,dps,BfA Season 4,Rogue,EU
19729,dps,BfA Season 4,Rogue,US
19730,dps,BfA Season 4,Mage,KR
19731,dps,BfA Season 4,Mage,EU
19732,dps,BfA Season 4,Rogue,EU
19733,dps,BfA Season 4,Demon Hunter,EU
19734,dps,BfA Season 4,Hunter,US
19735,dps,BfA Season 4,Death Knight,US
19736,dps,BfA Season 4,Mage,EU
19737,dps,BfA Season 4,Rogue,US
19738,dps,BfA Season 4,Hunter,EU
19739,dps,BfA Season 4,Hunter,US
19740,dps,BfA Season 4,Demon Hunter,US
19741,dps,BfA Season 4,Mage,US
19742,dps,BfA Season 4,Mage,EU
19743,dps,BfA Season 4,Hunter,US
19744,dps,BfA Season 4,Mage,US
19745,dps,BfA Season 4,Rogue,EU
19746,dps,BfA Season 4,Mage,EU
19747,dps,BfA Season 4,Mage,US
19748,dps,BfA Season 4,Demon Hunter,US
19749,dps,BfA Season 4,Hunter,EU
19750,dps,BfA Season 4,Hunter,EU
19751,dps,BfA Season 4,Rogue,EU
19752,dps,BfA Season 4,Rogue,US
19753,dps,BfA Season 4,Rogue,KR
19754,dps,BfA Season 4,Rogue,US
19755,dps,BfA Season 4,Shaman,EU
19756,dps,BfA Season 4,Demon Hunter,KR
19757,dps,BfA Season 4,Mage,EU
19758,dps,BfA Season 4,Mage,EU
19759,dps,BfA Season 4,Mage,EU
19760,dps,BfA Season 4,Hunter,EU
19761,dps,BfA Season 4,Mage,EU
19762,dps,BfA Season 4,Mage,US
19763,dps,BfA Season 4,Hunter,EU
19764,dps,BfA Season 4,Rogue,US
19765,dps,BfA Season 4,Rogue,EU
19766,dps,BfA Season 4,Mage,EU
19767,dps,BfA Season 4,Rogue,EU
19768,dps,BfA Season 4,Hunter,KR
19769,dps,BfA Season 4,Mage,US
19770,dps,BfA Season 4,Death Knight,EU
19771,dps,BfA Season 4,Hunter,US
19772,dps,BfA Season 4,Mage,EU
19773,dps,BfA Season 4,Mage,EU
19774,dps,BfA Season 4,Mage,US
19775,dps,BfA Season 4,Death Knight,EU
19776,dps,BfA Season 4,Hunter,EU
19777,dps,BfA Season 4,Mage,KR
19778,dps,BfA Season 4,Rogue,EU
19779,dps,BfA Season 4,Hunter,EU
19780,dps,BfA Season 4,Hunter,TW
19781,dps,BfA Season 4,Rogue,TW
19782,dps,BfA Season 4,Rogue,TW
19783,dps,BfA Season 4,Hunter,EU
19784,dps,BfA Season 4,Hunter,US
19785,dps,BfA Season 4,Demon Hunter,EU
19786,dps,BfA Season 4,Death Knight,EU
19787,dps,BfA Season 4,Rogue,EU
19788,dps,BfA Season 4,Hunter,US
19789,dps,BfA Season 4,Shaman,EU
19790,dps,BfA Season 4,Demon Hunter,EU
19791,dps,BfA Season 4,Mage,EU
19792,dps,BfA Season 4,Demon Hunter,US
19793,dps,BfA Season 4,Mage,US
19794,dps,BfA Season 4,Demon Hunter,KR
19795,dps,BfA Season 4,Rogue,US
19796,dps,BfA Season 4,Monk,EU
19797,dps,BfA Season 4,Rogue,US
19798,dps,BfA Season 4,Rogue,EU
19799,dps,BfA Season 4,Rogue,KR
19800,dps,BfA Season 4,Mage,KR
19801,dps,BfA Season 4,Mage,US
19802,dps,BfA Season 4,Hunter,TW
19803,dps,BfA Season 4,Hunter,US
19804,dps,BfA Season 4,Demon Hunter,KR
19805,dps,BfA Season 4,Mage,KR
19806,dps,BfA Season 4,Hunter,EU
19807,dps,BfA Season 4,Hunter,EU
19808,dps,BfA Season 4,Mage,KR
19809,dps,BfA Season 4,Demon Hunter,KR
19810,dps,BfA Season 4,Hunter,KR
19811,dps,BfA Season 4,Rogue,KR
19812,dps,BfA Season 4,Demon Hunter,EU
19813,dps,BfA Season 4,Demon Hunter,US
19814,dps,BfA Season 4,Demon Hunter,EU
19815,dps,BfA Season 4,Rogue,EU
19816,dps,BfA Season 4,Mage,US
19817,dps,BfA Season 4,Paladin,EU
19818,dps,BfA Season 4,Hunter,EU
19819,dps,BfA Season 4,Rogue,KR
19820,dps,BfA Season 4,Mage,TW
19821,dps,BfA Season 4,Mage,KR
19822,dps,BfA Season 4,Warrior,EU
19823,dps,BfA Season 4,Demon Hunter,KR
19824,dps,BfA Season 4,Mage,US
19825,dps,BfA Season 4,Rogue,US
19826,dps,BfA Season 4,Death Knight,EU
19827,dps,BfA Season 4,Demon Hunter,US
19828,dps,BfA Season 4,Demon Hunter,US
19829,dps,BfA Season 4,Hunter,US
19830,dps,BfA Season 4,Mage,KR
19831,dps,BfA Season 4,Mage,US
19832,dps,BfA Season 4,Rogue,KR
19833,dps,BfA Season 4,Mage,US
19834,dps,BfA Season 4,Mage,EU
19835,dps,BfA Season 4,Hunter,EU
19836,dps,BfA Season 4,Rogue,KR
19837,dps,BfA Season 4,Warrior,EU
19838,dps,BfA Season 4,Rogue,US
19839,dps,BfA Season 4,Rogue,EU
19840,dps,BfA Season 4,Demon Hunter,EU
19841,dps,BfA Season 4,Rogue,TW
19842,dps,BfA Season 4,Mage,TW
19843,dps,BfA Season 4,Mage,EU
19844,dps,BfA Season 4,Death Knight,EU
19845,dps,BfA Season 4,Hunter,US
19846,dps,BfA Season 4,Rogue,EU
19847,dps,BfA Season 4,Rogue,US
19848,dps,BfA Season 4,Hunter,US
19849,dps,BfA Season 4,Hunter,TW
19850,dps,BfA Season 4,Rogue,US
19851,dps,BfA Season 4,Rogue,KR
19852,dps,BfA Season 4,Mage,US
19853,dps,BfA Season 4,Demon Hunter,US
19854,dps,BfA Season 4,Demon Hunter,US
19855,dps,BfA Season 4,Demon Hunter,KR
19856,dps,BfA Season 4,Hunter,TW
19857,dps,BfA Season 4,Mage,US
19858,dps,BfA Season 4,Demon Hunter,EU
19859,dps,BfA Season 4,Mage,EU
19860,dps,BfA Season 4,Demon Hunter,EU
19861,dps,BfA Season 4,Demon Hunter,TW
19862,dps,BfA Season 4,Demon Hunter,KR
19863,dps,BfA Season 4,Mage,US
19864,dps,BfA Season 4,Demon Hunter,US
19865,dps,BfA Season 4,Hunter,US
19866,dps,BfA Season 4,Hunter,TW
19867,dps,BfA Season 4,Demon Hunter,US
19868,dps,BfA Season 4,Mage,EU
19869,dps,BfA Season 4,Rogue,US
19870,dps,BfA Season 4,Demon Hunter,EU
19871,dps,BfA Season 4,Mage,EU
19872,dps,BfA Season 4,Mage,US
19873,dps,BfA Season 4,Mage,US
19874,dps,BfA Season 4,Rogue,EU
19875,dps,BfA Season 4,Mage,EU
19876,dps,BfA Season 4,Hunter,EU
19877,dps,BfA Season 4,Rogue,US
19878,dps,BfA Season 4,Rogue,US
19879,dps,BfA Season 4,Mage,EU
19880,dps,BfA Season 4,Mage,KR
19881,dps,BfA Season 4,Mage,US
19882,dps,BfA Season 4,Rogue,US
19883,dps,BfA Season 4,Hunter,EU
19884,dps,BfA Season 4,Demon Hunter,KR
19885,dps,BfA Season 4,Demon Hunter,EU
19886,dps,BfA Season 4,Death Knight,EU
19887,dps,BfA Season 4,Hunter,US
19888,dps,BfA Season 4,Rogue,EU
19889,dps,BfA Season 4,Hunter,US
19890,dps,BfA Season 4,Hunter,US
19891,dps,BfA Season 4,Rogue,EU
19892,dps,BfA Season 4,Rogue,EU
19893,dps,BfA Season 4,Hunter,EU
19894,dps,BfA Season 4,Hunter,EU
19895,dps,BfA Season 4,Hunter,EU
19896,dps,BfA Season 4,Hunter,KR
19897,dps,BfA Season 4,Demon Hunter,US
19898,dps,BfA Season 4,Rogue,KR
19899,dps,BfA Season 4,Rogue,US
19900,dps,BfA Season 4,Hunter,US
19901,dps,BfA Season 4,Hunter,EU
19902,dps,BfA Season 4,Hunter,EU
19903,dps,BfA Season 4,Hunter,TW
19904,dps,BfA Season 4,Demon Hunter,EU
19905,dps,BfA Season 4,Hunter,US
19906,dps,BfA Season 4,Hunter,EU
19907,dps,BfA Season 4,Hunter,EU
19908,dps,BfA Season 4,Rogue,EU
19909,dps,BfA Season 4,Demon Hunter,EU
19910,dps,BfA Season 4,Hunter,EU
19911,dps,BfA Season 4,Warrior,US
19912,dps,BfA Season 4,Hunter,EU
19913,dps,BfA Season 4,Mage,EU
19914,dps,BfA Season 4,Hunter,EU
19915,dps,BfA Season 4,Hunter,EU
19916,dps,BfA Season 4,Demon Hunter,TW
19917,dps,BfA Season 4,Mage,EU
19918,dps,BfA Season 4,Mage,TW
19919,dps,BfA Season 4,Mage,US
19920,dps,BfA Season 4,Rogue,US
19921,dps,BfA Season 4,Mage,US
19922,dps,BfA Season 4,Death Knight,US
19923,dps,BfA Season 4,Mage,US
19924,dps,BfA Season 4,Demon Hunter,US
19925,dps,BfA Season 4,Mage,EU
19926,dps,BfA Season 4,Demon Hunter,US
19927,dps,BfA Season 4,Priest,US
19928,dps,BfA Season 4,Demon Hunter,KR
19929,dps,BfA Season 4,Hunter,KR
19930,dps,BfA Season 4,Rogue,KR
19931,dps,BfA Season 4,Rogue,KR
19932,dps,BfA Season 4,Hunter,US
19933,dps,BfA Season 4,Hunter,KR
19934,dps,BfA Season 4,Rogue,EU
19935,dps,BfA Season 4,Warrior,KR
19936,dps,BfA Season 4,Hunter,EU
19937,dps,BfA Season 4,Demon Hunter,EU
19938,dps,BfA Season 4,Priest,EU
19939,dps,BfA Season 4,Mage,EU
19940,dps,BfA Season 4,Demon Hunter,KR
19941,dps,BfA Season 4,Mage,EU
19942,dps,BfA Season 4,Demon Hunter,US
19943,dps,BfA Season 4,Hunter,EU
19944,dps,BfA Season 4,Rogue,KR
19945,dps,BfA Season 4,Warlock,KR
19946,dps,BfA Season 4,Hunter,KR
19947,dps,BfA Season 4,Rogue,KR
19948,dps,BfA Season 4,Demon Hunter,EU
19949,dps,BfA Season 4,Demon Hunter,EU
19950,dps,BfA Season 4,Rogue,KR
19951,dps,BfA Season 4,Rogue,EU
19952,dps,BfA Season 4,Hunter,EU
19953,dps,BfA Season 4,Rogue,EU
19954,dps,BfA Season 4,Warrior,US
19955,dps,BfA Season 4,Hunter,EU
