,Role,Season,Class,Region
606,tank,BfA Season 1,Death Knight,US
607,tank,BfA Season 1,Death Knight,EU
608,tank,BfA Season 1,Death Knight,EU
609,tank,BfA Season 1,Death Knight,EU
610,tank,BfA Season 1,Death Knight,EU
611,tank,BfA Season 1,Monk,EU
612,tank,BfA Season 1,Paladin,EU
613,tank,BfA Season 1,Death Knight,EU
614,tank,BfA Season 1,Death Knight,US
615,tank,BfA Season 1,Warrior,EU
616,tank,BfA Season 1,Death Knight,US
617,tank,BfA Season 1,Warrior,KR
618,tank,BfA Season 1,Druid,US
619,tank,BfA Season 1,Death Knight,US
620,tank,BfA Season 1,Death Knight,EU
621,tank,BfA Season 1,Warrior,US
622,tank,BfA Season 1,Death Knight,US
623,tank,BfA Season 1,Warrior,EU
624,tank,BfA Season 1,Demon Hunter,TW
625,tank,BfA Season 1,Warrior,US
626,tank,BfA Season 1,Warrior,US
627,tank,BfA Season 1,Death Knight,EU
628,tank,BfA Season 1,Death Knight,KR
629,tank,BfA Season 1,Death Knight,US
630,tank,BfA Season 1,Death Knight,EU
631,tank,BfA Season 1,Monk,EU
632,tank,BfA Season 1,Death Knight,EU
633,tank,BfA Season 1,Death Knight,US
634,tank,BfA Season 1,Death Knight,KR
635,tank,BfA Season 1,Monk,EU
636,tank,BfA Season 1,Monk,TW
637,tank,BfA Season 1,Death Knight,EU
638,tank,BfA Season 1,Death Knight,EU
639,tank,BfA Season 1,Death Knight,EU
640,tank,BfA Season 1,Paladin,TW
641,tank,BfA Season 1,Death Knight,EU
642,tank,BfA Season 1,Death Knight,US
643,tank,BfA Season 1,Warrior,TW
644,tank,BfA Season 1,Death Knight,TW
645,tank,BfA Season 1,Death Knight,EU
646,tank,BfA Season 1,Paladin,US
647,tank,BfA Season 1,Death Knight,EU
648,tank,BfA Season 1,Death Knight,US
649,tank,BfA Season 1,Death Knight,EU
650,tank,BfA Season 1,Demon Hunter,US
651,tank,BfA Season 1,Death Knight,KR
652,tank,BfA Season 1,Monk,EU
653,tank,BfA Season 1,Death Knight,US
654,tank,BfA Season 1,Monk,KR
655,tank,BfA Season 1,Warrior,EU
656,tank,BfA Season 1,Death Knight,EU
657,tank,BfA Season 1,Monk,EU
658,tank,BfA Season 1,Druid,US
659,tank,BfA Season 1,Death Knight,EU
660,tank,BfA Season 1,Death Knight,US
661,tank,BfA Season 1,Death Knight,EU
662,tank,BfA Season 1,Death Knight,EU
663,tank,BfA Season 1,Death Knight,EU
664,tank,BfA Season 1,Demon Hunter,EU
665,tank,BfA Season 1,Death Knight,EU
666,tank,BfA Season 1,Death Knight,EU
667,tank,BfA Season 1,Death Knight,US
668,tank,BfA Season 1,Death Knight,EU
669,tank,BfA Season 1,Death Knight,EU
670,tank,BfA Season 1,Death Knight,EU
671,tank,BfA Season 1,Death Knight,KR
672,tank,BfA Season 1,Death Knight,EU
673,tank,BfA Season 1,Death Knight,US
674,tank,BfA Season 1,Death Knight,EU
675,tank,BfA Season 1,Paladin,EU
676,tank,BfA Season 1,Death Knight,TW
677,tank,BfA Season 1,Warrior,KR
678,tank,BfA Season 1,Death Knight,EU
679,tank,BfA Season 1,Monk,US
680,tank,BfA Season 1,Death Knight,KR
681,tank,BfA Season 1,Death Knight,EU
682,tank,BfA Season 1,Warrior,EU
683,tank,BfA Season 1,Death Knight,KR
684,tank,BfA Season 1,Death Knight,US
685,tank,BfA Season 1,Death Knight,US
686,tank,BfA Season 1,Death Knight,EU
687,tank,BfA Season 1,Death Knight,US
688,tank,BfA Season 1,Monk,EU
689,tank,BfA Season 1,Death Knight,EU
690,tank,BfA Season 1,Death Knight,EU
691,tank,BfA Season 1,Monk,EU
692,tank,BfA Season 1,Death Knight,KR
693,tank,BfA Season 1,Demon Hunter,EU
694,tank,BfA Season 1,Paladin,EU
695,tank,BfA Season 1,Death Knight,KR
696,tank,BfA Season 1,Demon Hunter,US
697,tank,BfA Season 1,Death Knight,EU
698,tank,BfA Season 1,Death Knight,EU
699,tank,BfA Season 1,Death Knight,EU
700,tank,BfA Season 1,Paladin,EU
701,tank,BfA Season 1,Death Knight,US
702,tank,BfA Season 1,Monk,KR
703,tank,BfA Season 1,Warrior,EU
704,tank,BfA Season 1,Death Knight,EU
705,tank,BfA Season 1,Warrior,US
706,tank,BfA Season 1,Paladin,US
707,tank,BfA Season 1,Death Knight,EU
708,tank,BfA Season 1,Monk,EU
709,tank,BfA Season 1,Monk,KR
710,tank,BfA Season 1,Death Knight,KR
711,tank,BfA Season 1,Death Knight,EU
712,tank,BfA Season 1,Paladin,KR
713,tank,BfA Season 1,Warrior,EU
714,tank,BfA Season 1,Paladin,EU
715,tank,BfA Season 1,Death Knight,EU
716,tank,BfA Season 1,Death Knight,EU
717,tank,BfA Season 1,Death Knight,EU
718,tank,BfA Season 1,Paladin,KR
719,tank,BfA Season 1,Monk,EU
720,tank,BfA Season 1,Death Knight,US
721,tank,BfA Season 1,Death Knight,EU
722,tank,BfA Season 1,Death Knight,EU
723,tank,BfA Season 1,Death Knight,EU
724,tank,BfA Season 1,Death Knight,EU
725,tank,BfA Season 1,Death Knight,EU
726,tank,BfA Season 1,Death Knight,EU
727,tank,BfA Season 1,Monk,US
728,tank,BfA Season 1,Death Knight,KR
729,tank,BfA Season 1,Druid,TW
730,tank,BfA Season 1,Paladin,US
731,tank,BfA Season 1,Death Knight,EU
732,tank,BfA Season 1,Death Knight,EU
733,tank,BfA Season 1,Death Knight,EU
734,tank,BfA Season 1,Death Knight,KR
735,tank,BfA Season 1,Warrior,KR
736,tank,BfA Season 1,Death Knight,KR
737,tank,BfA Season 1,Death Knight,EU
738,tank,BfA Season 1,Demon Hunter,US
739,tank,BfA Season 1,Death Knight,EU
740,tank,BfA Season 1,Death Knight,US
741,tank,BfA Season 1,Death Knight,US
742,tank,BfA Season 1,Death Knight,EU
743,tank,BfA Season 1,Monk,EU
744,tank,BfA Season 1,Death Knight,EU
745,tank,BfA Season 1,Monk,EU
746,tank,BfA Season 1,Death Knight,US
747,tank,BfA Season 1,Demon Hunter,US
748,tank,BfA Season 1,Death Knight,EU
749,tank,BfA Season 1,Paladin,KR
750,tank,BfA Season 1,Death Knight,KR
751,tank,BfA Season 1,Death Knight,EU
752,tank,BfA Season 1,Monk,EU
753,tank,BfA Season 1,Death Knight,US
754,tank,BfA Season 1,Death Knight,US
755,tank,BfA Season 1,Death Knight,EU
756,tank,BfA Season 1,Death Knight,EU
757,tank,BfA Season 1,Death Knight,EU
758,tank,BfA Season 1,Monk,US
759,tank,BfA Season 1,Death Knight,EU
760,tank,BfA Season 1,Death Knight,EU
761,tank,BfA Season 1,Paladin,US
762,tank,BfA Season 1,Monk,EU
763,tank,BfA Season 1,Monk,EU
764,tank,BfA Season 1,Death Knight,US
765,tank,BfA Season 1,Monk,EU
766,tank,BfA Season 1,Warrior,KR
767,tank,BfA Season 1,Death Knight,EU
768,tank,BfA Season 1,Monk,US
769,tank,BfA Season 1,Death Knight,EU
770,tank,BfA Season 1,Death Knight,EU
771,tank,BfA Season 1,Death Knight,EU
772,tank,BfA Season 1,Death Knight,EU
773,tank,BfA Season 1,Death Knight,EU
774,tank,BfA Season 1,Death Knight,EU
775,tank,BfA Season 1,Death Knight,US
776,tank,BfA Season 1,Death Knight,EU
777,tank,BfA Season 1,Paladin,KR
778,tank,BfA Season 1,Monk,KR
779,tank,BfA Season 1,Death Knight,EU
780,tank,BfA Season 1,Paladin,KR
781,tank,BfA Season 1,Death Knight,EU
782,tank,BfA Season 1,Demon Hunter,US
783,tank,BfA Season 1,Death Knight,EU
784,tank,BfA Season 1,Death Knight,KR
785,tank,BfA Season 1,Death Knight,EU
786,tank,BfA Season 1,Death Knight,EU
787,tank,BfA Season 1,Druid,US
788,tank,BfA Season 1,Death Knight,US
789,tank,BfA Season 1,Warrior,KR
790,tank,BfA Season 1,Death Knight,EU
791,tank,BfA Season 1,Demon Hunter,US
792,tank,BfA Season 1,Death Knight,EU
793,tank,BfA Season 1,Warrior,US
794,tank,BfA Season 1,Death Knight,US
795,tank,BfA Season 1,Death Knight,EU
796,tank,BfA Season 1,Death Knight,TW
797,tank,BfA Season 1,Death Knight,EU
798,tank,BfA Season 1,Death Knight,EU
799,tank,BfA Season 1,Monk,US
800,tank,BfA Season 1,Death Knight,TW
801,tank,BfA Season 1,Death Knight,EU
802,tank,BfA Season 1,Demon Hunter,TW
803,tank,BfA Season 1,Death Knight,KR
804,tank,BfA Season 1,Death Knight,US
805,tank,BfA Season 1,Warrior,US
806,tank,BfA Season 1,Death Knight,EU
807,tank,BfA Season 1,Death Knight,TW
808,tank,BfA Season 1,Death Knight,EU
809,tank,BfA Season 1,Paladin,EU
810,tank,BfA Season 1,Warrior,EU
811,tank,BfA Season 1,Warrior,US
812,tank,BfA Season 1,Death Knight,EU
813,tank,BfA Season 1,Demon Hunter,EU
814,tank,BfA Season 1,Death Knight,EU
815,tank,BfA Season 1,Monk,US
816,tank,BfA Season 1,Paladin,EU
817,tank,BfA Season 1,Death Knight,EU
818,tank,BfA Season 1,Death Knight,EU
819,tank,BfA Season 1,Death Knight,US
820,tank,BfA Season 1,Death Knight,EU
821,tank,BfA Season 1,Death Knight,KR
822,tank,BfA Season 1,Death Knight,EU
823,tank,BfA Season 1,Death Knight,US
824,tank,BfA Season 1,Paladin,KR
825,tank,BfA Season 1,Death Knight,EU
826,tank,BfA Season 1,Death Knight,EU
827,tank,BfA Season 1,Death Knight,TW
828,tank,BfA Season 1,Death Knight,EU
829,tank,BfA Season 1,Monk,EU
830,tank,BfA Season 1,Paladin,KR
831,tank,BfA Season 1,Death Knight,EU
832,tank,BfA Season 1,Death Knight,KR
833,tank,BfA Season 1,Demon Hunter,KR
834,tank,BfA Season 1,Death Knight,EU
835,tank,BfA Season 1,Death Knight,EU
836,tank,BfA Season 1,Death Knight,EU
837,tank,BfA Season 1,Paladin,TW
838,tank,BfA Season 1,Warrior,US
839,tank,BfA Season 1,Death Knight,EU
840,tank,BfA Season 1,Death Knight,EU
841,tank,BfA Season 1,Death Knight,EU
842,tank,BfA Season 1,Monk,US
843,tank,BfA Season 1,Death Knight,EU
844,tank,BfA Season 1,Warrior,TW
845,tank,BfA Season 1,Paladin,EU
846,tank,BfA Season 1,Death Knight,EU
847,tank,BfA Season 1,Paladin,EU
848,tank,BfA Season 1,Death Knight,US
849,tank,BfA Season 1,Paladin,EU
850,tank,BfA Season 1,Monk,US
851,tank,BfA Season 1,Death Knight,EU
852,tank,BfA Season 1,Death Knight,EU
853,tank,BfA Season 1,Death Knight,US
854,tank,BfA Season 1,Druid,EU
855,tank,BfA Season 1,Death Knight,KR
856,tank,BfA Season 1,Death Knight,EU
857,tank,BfA Season 1,Death Knight,EU
858,tank,BfA Season 1,Death Knight,EU
859,tank,BfA Season 1,Death Knight,US
860,tank,BfA Season 1,Death Knight,US
861,tank,BfA Season 1,Death Knight,TW
862,tank,BfA Season 1,Paladin,EU
863,tank,BfA Season 1,Death Knight,KR
864,tank,BfA Season 1,Demon Hunter,TW
865,tank,BfA Season 1,Death Knight,KR
866,tank,BfA Season 1,Demon Hunter,US
867,tank,BfA Season 1,Warrior,KR
868,tank,BfA Season 1,Death Knight,EU
869,tank,BfA Season 1,Death Knight,TW
870,tank,BfA Season 1,Death Knight,KR
871,tank,BfA Season 1,Death Knight,EU
872,tank,BfA Season 1,Death Knight,US
873,tank,BfA Season 1,Death Knight,EU
874,tank,BfA Season 1,Warrior,EU
875,tank,BfA Season 1,Death Knight,EU
876,tank,BfA Season 1,Death Knight,US
877,tank,BfA Season 1,Death Knight,EU
878,tank,BfA Season 1,Death Knight,EU
879,tank,BfA Season 1,Monk,TW
880,tank,BfA Season 1,Death Knight,EU
881,tank,BfA Season 1,Death Knight,EU
882,tank,BfA Season 1,Monk,KR
883,tank,BfA Season 1,Monk,US
884,tank,BfA Season 1,Monk,KR
885,tank,BfA Season 1,Warrior,US
886,tank,BfA Season 1,Death Knight,EU
887,tank,BfA Season 1,Death Knight,US
888,tank,BfA Season 1,Death Knight,EU
889,tank,BfA Season 1,Death Knight,EU
890,tank,BfA Season 1,Monk,KR
891,tank,BfA Season 1,Monk,US
892,tank,BfA Season 1,Death Knight,EU
893,tank,BfA Season 1,Death Knight,KR
894,tank,BfA Season 1,Death Knight,EU
895,tank,BfA Season 1,Death Knight,EU
896,tank,BfA Season 1,Monk,KR
897,tank,BfA Season 1,Death Knight,EU
898,tank,BfA Season 1,Demon Hunter,US
899,tank,BfA Season 1,Death Knight,TW
900,tank,BfA Season 1,Demon Hunter,EU
901,tank,BfA Season 1,Death Knight,EU
902,tank,BfA Season 1,Paladin,EU
903,tank,BfA Season 1,Monk,US
904,tank,BfA Season 1,Death Knight,EU
905,tank,BfA Season 1,Death Knight,US
906,tank,BfA Season 1,Warrior,EU
907,tank,BfA Season 1,Monk,EU
908,tank,BfA Season 1,Death Knight,US
909,tank,BfA Season 1,Warrior,KR
910,tank,BfA Season 1,Death Knight,US
911,tank,BfA Season 1,Death Knight,EU
912,tank,BfA Season 1,Warrior,EU
913,tank,BfA Season 1,Death Knight,EU
914,tank,BfA Season 1,Monk,EU
915,tank,BfA Season 1,Death Knight,KR
916,tank,BfA Season 1,Death Knight,KR
917,tank,BfA Season 1,Death Knight,US
918,tank,BfA Season 1,Death Knight,KR
919,tank,BfA Season 1,Warrior,EU
920,tank,BfA Season 1,Death Knight,US
921,tank,BfA Season 1,Death Knight,EU
922,tank,BfA Season 1,Demon Hunter,US
923,tank,BfA Season 1,Demon Hunter,US
924,tank,BfA Season 1,Paladin,EU
925,tank,BfA Season 1,Paladin,KR
926,tank,BfA Season 1,Death Knight,EU
927,tank,BfA Season 1,Paladin,KR
928,tank,BfA Season 1,Monk,US
929,tank,BfA Season 1,Monk,EU
930,tank,BfA Season 1,Death Knight,US
931,tank,BfA Season 1,Monk,EU
932,tank,BfA Season 1,Death Knight,EU
933,tank,BfA Season 1,Monk,EU
934,tank,BfA Season 1,Death Knight,EU
935,tank,BfA Season 1,Death Knight,EU
936,tank,BfA Season 1,Death Knight,KR
937,tank,BfA Season 1,Death Knight,EU
938,tank,BfA Season 1,Paladin,US
939,tank,BfA Season 1,Monk,EU
940,tank,BfA Season 1,Monk,EU
941,tank,BfA Season 1,Death Knight,EU
942,tank,BfA Season 1,Demon Hunter,EU
943,tank,BfA Season 1,Paladin,EU
944,tank,BfA Season 1,Death Knight,EU
945,tank,BfA Season 1,Death Knight,US
946,tank,BfA Season 1,Monk,US
947,tank,BfA Season 1,Demon Hunter,EU
948,tank,BfA Season 1,Death Knight,EU
949,tank,BfA Season 1,Monk,EU
950,tank,BfA Season 1,Death Knight,KR
951,tank,BfA Season 1,Monk,US
952,tank,BfA Season 1,Death Knight,EU
953,tank,BfA Season 1,Warrior,EU
954,tank,BfA Season 1,Demon Hunter,US
955,tank,BfA Season 1,Death Knight,US
956,tank,BfA Season 1,Death Knight,US
957,tank,BfA Season 1,Death Knight,EU
958,tank,BfA Season 1,Demon Hunter,EU
959,tank,BfA Season 1,Demon Hunter,US
960,tank,BfA Season 1,Death Knight,US
961,tank,BfA Season 1,Paladin,EU
962,tank,BfA Season 1,Warrior,EU
963,tank,BfA Season 1,Death Knight,EU
964,tank,BfA Season 1,Paladin,EU
965,tank,BfA Season 1,Monk,EU
966,tank,BfA Season 1,Death Knight,EU
967,tank,BfA Season 1,Death Knight,US
968,tank,BfA Season 1,Death Knight,US
969,tank,BfA Season 1,Death Knight,EU
970,tank,BfA Season 1,Death Knight,KR
971,tank,BfA Season 1,Death Knight,US
972,tank,BfA Season 1,Paladin,KR
973,tank,BfA Season 1,Death Knight,US
974,tank,BfA Season 1,Death Knight,EU
975,tank,BfA Season 1,Monk,EU
976,tank,BfA Season 1,Death Knight,US
977,tank,BfA Season 1,Death Knight,EU
978,tank,BfA Season 1,Death Knight,EU
979,tank,BfA Season 1,Death Knight,EU
980,tank,BfA Season 1,Death Knight,EU
981,tank,BfA Season 1,Demon Hunter,EU
982,tank,BfA Season 1,Monk,EU
983,tank,BfA Season 1,Death Knight,EU
984,tank,BfA Season 1,Death Knight,EU
985,tank,BfA Season 1,Demon Hunter,EU
986,tank,BfA Season 1,Demon Hunter,KR
987,tank,BfA Season 1,Death Knight,KR
988,tank,BfA Season 1,Death Knight,EU
989,tank,BfA Season 1,Death Knight,KR
990,tank,BfA Season 1,Paladin,TW
991,tank,BfA Season 1,Death Knight,EU
992,tank,BfA Season 1,Death Knight,EU
993,tank,BfA Season 1,Death Knight,KR
994,tank,BfA Season 1,Death Knight,EU
995,tank,BfA Season 1,Death Knight,EU
996,tank,BfA Season 1,Death Knight,TW
997,tank,BfA Season 1,Demon Hunter,EU
998,tank,BfA Season 1,Paladin,KR
999,tank,BfA Season 1,Death Knight,US
1000,tank,BfA Season 1,Death Knight,KR
1001,tank,BfA Season 1,Death Knight,EU
1002,tank,BfA Season 1,Demon Hunter,KR
1003,tank,BfA Season 1,Death Knight,EU
1004,tank,BfA Season 1,Death Knight,KR
1005,tank,BfA Season 1,Death Knight,KR
1006,tank,BfA Season 1,Monk,EU
1007,tank,BfA Season 1,Paladin,US
1008,tank,BfA Season 1,Death Knight,US
1009,tank,BfA Season 1,Death Knight,TW
1010,tank,BfA Season 1,Death Knight,EU
1011,tank,BfA Season 1,Warrior,US
1012,tank,BfA Season 1,Death Knight,EU
1013,tank,BfA Season 1,Death Knight,KR
1014,tank,BfA Season 1,Monk,EU
1015,tank,BfA Season 1,Paladin,EU
1016,tank,BfA Season 1,Death Knight,EU
1017,tank,BfA Season 1,Druid,TW
1018,tank,BfA Season 1,Monk,EU
1019,tank,BfA Season 1,Death Knight,TW
1020,tank,BfA Season 1,Death Knight,KR
1021,tank,BfA Season 1,Death Knight,EU
1022,tank,BfA Season 1,Death Knight,EU
1023,tank,BfA Season 1,Death Knight,EU
1024,tank,BfA Season 1,Death Knight,US
1025,tank,BfA Season 1,Warrior,US
1026,tank,BfA Season 1,Death Knight,EU
1027,tank,BfA Season 1,Monk,EU
1028,tank,BfA Season 1,Death Knight,EU
1029,tank,BfA Season 1,Death Knight,EU
1030,tank,BfA Season 1,Paladin,EU
1031,tank,BfA Season 1,Warrior,EU
1032,tank,BfA Season 1,Monk,EU
1033,tank,BfA Season 1,Warrior,US
1034,tank,BfA Season 1,Monk,US
1035,tank,BfA Season 1,Death Knight,EU
1036,tank,BfA Season 1,Monk,US
1037,tank,BfA Season 1,Death Knight,EU
1038,tank,BfA Season 1,Death Knight,TW
1039,tank,BfA Season 1,Death Knight,EU
1040,tank,BfA Season 1,Warrior,EU
1041,tank,BfA Season 1,Demon Hunter,KR
1042,tank,BfA Season 1,Warrior,KR
1043,tank,BfA Season 1,Death Knight,EU
1044,tank,BfA Season 1,Demon Hunter,TW
1045,tank,BfA Season 1,Death Knight,EU
1046,tank,BfA Season 1,Death Knight,US
1047,tank,BfA Season 1,Death Knight,EU
1048,tank,BfA Season 1,Death Knight,US
1049,tank,BfA Season 1,Warrior,EU
1050,tank,BfA Season 1,Death Knight,TW
1051,tank,BfA Season 1,Death Knight,US
1052,tank,BfA Season 1,Death Knight,US
1053,tank,BfA Season 1,Death Knight,US
1054,tank,BfA Season 1,Paladin,EU
1055,tank,BfA Season 1,Death Knight,EU
1056,tank,BfA Season 1,Death Knight,EU
1057,tank,BfA Season 1,Paladin,EU
1058,tank,BfA Season 1,Death Knight,EU
1059,tank,BfA Season 1,Death Knight,US
1060,tank,BfA Season 1,Monk,EU
1061,tank,BfA Season 1,Death Knight,EU
1062,tank,BfA Season 1,Paladin,KR
1063,tank,BfA Season 1,Demon Hunter,EU
1064,tank,BfA Season 1,Death Knight,EU
1065,tank,BfA Season 1,Monk,EU
1066,tank,BfA Season 1,Demon Hunter,KR
1067,tank,BfA Season 1,Death Knight,EU
1068,tank,BfA Season 1,Death Knight,EU
1069,tank,BfA Season 1,Paladin,EU
1070,tank,BfA Season 1,Death Knight,KR
1071,tank,BfA Season 1,Warrior,US
1072,tank,BfA Season 1,Death Knight,US
1073,tank,BfA Season 1,Death Knight,EU
1074,tank,BfA Season 1,Paladin,EU
1075,tank,BfA Season 1,Death Knight,US
1076,tank,BfA Season 1,Death Knight,US
1077,tank,BfA Season 1,Death Knight,US
1078,tank,BfA Season 1,Death Knight,EU
1079,tank,BfA Season 1,Death Knight,US
1080,tank,BfA Season 2,Warrior,EU
1081,tank,BfA Season 2,Warrior,EU
1082,tank,BfA Season 2,Warrior,EU
1083,tank,BfA Season 2,Warrior,US
1084,tank,BfA Season 2,Warrior,KR
1085,tank,BfA Season 2,Warrior,KR
1086,tank,BfA Season 2,Warrior,EU
1087,tank,BfA Season 2,Warrior,EU
1088,tank,BfA Season 2,Warrior,US
1089,tank,BfA Season 2,Warrior,KR
1090,tank,BfA Season 2,Paladin,US
1091,tank,BfA Season 2,Paladin,US
1092,tank,BfA Season 2,Warrior,KR
1093,tank,BfA Season 2,Warrior,KR
1094,tank,BfA Season 2,Warrior,EU
1095,tank,BfA Season 2,Warrior,EU
1096,tank,BfA Season 2,Warrior,US
1097,tank,BfA Season 2,Warrior,KR
1098,tank,BfA Season 2,Warrior,EU
1099,tank,BfA Season 2,Warrior,EU
1100,tank,BfA Season 2,Warrior,US
1101,tank,BfA Season 2,Warrior,EU
1102,tank,BfA Season 2,Warrior,EU
1103,tank,BfA Season 2,Paladin,US
1104,tank,BfA Season 2,Death Knight,TW
1105,tank,BfA Season 2,Warrior,TW
1106,tank,BfA Season 2,Warrior,EU
1107,tank,BfA Season 2,Warrior,US
1108,tank,BfA Season 2,Warrior,EU
1109,tank,BfA Season 2,Warrior,EU
1110,tank,BfA Season 2,Warrior,KR
1111,tank,BfA Season 2,Warrior,US
1112,tank,BfA Season 2,Warrior,KR
1113,tank,BfA Season 2,Warrior,KR
1114,tank,BfA Season 2,Warrior,EU
1115,tank,BfA Season 2,Warrior,KR
1116,tank,BfA Season 2,Warrior,TW
1117,tank,BfA Season 2,Warrior,US
1118,tank,BfA Season 2,Warrior,KR
1119,tank,BfA Season 2,Warrior,US
1120,tank,BfA Season 2,Warrior,KR
1121,tank,BfA Season 2,Warrior,EU
1122,tank,BfA Season 2,Warrior,US
1123,tank,BfA Season 2,Warrior,EU
1124,tank,BfA Season 2,Warrior,US
1125,tank,BfA Season 2,Warrior,EU
1126,tank,BfA Season 2,Warrior,EU
1127,tank,BfA Season 2,Warrior,KR
1128,tank,BfA Season 2,Warrior,US
1129,tank,BfA Season 2,Warrior,KR
1130,tank,BfA Season 2,Warrior,EU
1131,tank,BfA Season 2,Warrior,EU
1132,tank,BfA Season 2,Paladin,US
1133,tank,BfA Season 2,Warrior,EU
1134,tank,BfA Season 2,Warrior,EU
1135,tank,BfA Season 2,Warrior,EU
1136,tank,BfA Season 2,Warrior,EU
1137,tank,BfA Season 2,Warrior,EU
1138,tank,BfA Season 2,Warrior,TW
1139,tank,BfA Season 2,Warrior,US
1140,tank,BfA Season 2,Paladin,EU
1141,tank,BfA Season 2,Warrior,EU
1142,tank,BfA Season 2,Warrior,EU
1143,tank,BfA Season 2,Warrior,US
1144,tank,BfA Season 2,Warrior,US
1145,tank,BfA Season 2,Warrior,KR
1146,tank,BfA Season 2,Warrior,EU
1147,tank,BfA Season 2,Warrior,KR
1148,tank,BfA Season 2,Warrior,TW
1149,tank,BfA Season 2,Warrior,EU
1150,tank,BfA Season 2,Warrior,EU
1151,tank,BfA Season 2,Warrior,US
1152,tank,BfA Season 2,Warrior,US
1153,tank,BfA Season 2,Warrior,EU
1154,tank,BfA Season 2,Paladin,EU
1155,tank,BfA Season 2,Warrior,EU
1156,tank,BfA Season 2,Death Knight,EU
1157,tank,BfA Season 2,Warrior,EU
1158,tank,BfA Season 2,Paladin,EU
1159,tank,BfA Season 2,Warrior,EU
1160,tank,BfA Season 2,Paladin,EU
1161,tank,BfA Season 2,Warrior,EU
1162,tank,BfA Season 2,Warrior,KR
1163,tank,BfA Season 2,Warrior,US
1164,tank,BfA Season 2,Warrior,EU
1165,tank,BfA Season 2,Warrior,KR
1166,tank,BfA Season 2,Monk,US
1167,tank,BfA Season 2,Warrior,US
1168,tank,BfA Season 2,Warrior,US
1169,tank,BfA Season 2,Warrior,US
1170,tank,BfA Season 2,Warrior,US
1171,tank,BfA Season 2,Warrior,EU
1172,tank,BfA Season 2,Warrior,US
1173,tank,BfA Season 2,Warrior,EU
1174,tank,BfA Season 2,Death Knight,KR
1175,tank,BfA Season 2,Warrior,US
1176,tank,BfA Season 2,Warrior,EU
1177,tank,BfA Season 2,Warrior,KR
1178,tank,BfA Season 2,Warrior,US
1179,tank,BfA Season 2,Warrior,US
1180,tank,BfA Season 2,Warrior,US
1181,tank,BfA Season 2,Warrior,EU
1182,tank,BfA Season 2,Warrior,EU
1183,tank,BfA Season 2,Warrior,EU
1184,tank,BfA Season 2,Paladin,KR
1185,tank,BfA Season 2,Warrior,US
1186,tank,BfA Season 2,Warrior,KR
1187,tank,BfA Season 2,Warrior,EU
1188,tank,BfA Season 2,Warrior,US
1189,tank,BfA Season 2,Warrior,EU
1190,tank,BfA Season 2,Warrior,KR
1191,tank,BfA Season 2,Warrior,EU
1192,tank,BfA Season 2,Warrior,US
1193,tank,BfA Season 2,Warrior,EU
1194,tank,BfA Season 2,Warrior,US
1195,tank,BfA Season 2,Warrior,EU
1196,tank,BfA Season 2,Warrior,EU
1197,tank,BfA Season 2,Warrior,EU
1198,tank,BfA Season 2,Warrior,US
1199,tank,BfA Season 2,Warrior,US
1200,tank,BfA Season 2,Warrior,EU
1201,tank,BfA Season 2,Warrior,EU
1202,tank,BfA Season 2,Warrior,EU
1203,tank,BfA Season 2,Monk,EU
1204,tank,BfA Season 2,Warrior,KR
1205,tank,BfA Season 2,Warrior,TW
1206,tank,BfA Season 2,Druid,KR
1207,tank,BfA Season 2,Warrior,EU
1208,tank,BfA Season 2,Warrior,EU
1209,tank,BfA Season 2,Warrior,EU
1210,tank,BfA Season 2,Paladin,EU
1211,tank,BfA Season 2,Paladin,EU
1212,tank,BfA Season 2,Monk,US
1213,tank,BfA Season 2,Paladin,EU
1214,tank,BfA Season 2,Warrior,KR
1215,tank,BfA Season 2,Warrior,EU
1216,tank,BfA Season 2,Paladin,KR
1217,tank,BfA Season 2,Paladin,US
1218,tank,BfA Season 2,Warrior,EU
1219,tank,BfA Season 2,Warrior,US
1220,tank,BfA Season 2,Warrior,EU
1221,tank,BfA Season 2,Warrior,EU
1222,tank,BfA Season 2,Paladin,US
1223,tank,BfA Season 2,Monk,US
1224,tank,BfA Season 2,Paladin,KR
1225,tank,BfA Season 2,Warrior,EU
1226,tank,BfA Season 2,Warrior,EU
1227,tank,BfA Season 2,Demon Hunter,EU
1228,tank,BfA Season 2,Warrior,EU
1229,tank,BfA Season 2,Warrior,KR
1230,tank,BfA Season 2,Paladin,EU
1231,tank,BfA Season 2,Warrior,US
